Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.3,75.9,83.9,,,622,"(32.4055231258, -90.1578816308)",PREVENT,MAMMOUSE,2836000,28089030105,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.5,32.3,34.9,,,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,BPHIGH,2836000,28049010101,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,3.3,3.7,,,"2,926","(32.2505825226, -90.2349934614)",HLTHOUT,KIDNEY,2836000,28049003700,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.8,10,11.8,,,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,CASTHMA,2836000,28049010202,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011001,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.3,41.6,44.8,,,"5,718","(32.2820671233, -90.2675496365)",UNHBEH,SLEEP,2836000,28049011001,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.9,78.1,79.7,,,"1,377","(32.2960209234, -90.1767733078)",PREVENT,BPMED,2836000,28049002700,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011002,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3,3.5,,,"4,390","(32.2610272446, -90.265130469)",HLTHOUT,KIDNEY,2836000,28049011002,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,23.7,20.3,27.4,,,"3,952","(32.2631259622, -90.2457588861)",PREVENT,COREW,2836000,28049003600,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.7,14.3,19.1,,,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,PHLTH,2836000,28049002400,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.1,69.5,72.7,,,"3,581","(32.2952059785, -90.2068443548)",PREVENT,CHECKUP,2836000,28049011500,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000700,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.5,22.7,30.1,,,"5,710","(32.3422170976, -90.2571613241)",UNHBEH,CSMOKING,2836000,28049000700,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22,16.7,28.2,,,"2,518","(32.3146727051, -90.2454096274)",PREVENT,COREM,2836000,28049002300,Core preventive services for older men
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,20.9,17.9,24,,,"3,886","(32.3149024406, -90.1794376322)",PREVENT,COREW,2836000,28049001600,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000600,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,84.9,84,85.8,,,"3,442","(32.3500168004, -90.2038372112)",PREVENT,BPMED,2836000,28049000600,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000900,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.9,76.9,78.8,,,"2,015","(32.3436482912, -90.2098240871)",PREVENT,CHECKUP,2836000,28049000900,Annual Checkup
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9,5.3,14.2,,,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,TEETHLOST,2836000,28049000200,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.8,12.5,,,"2,764","(32.3245803396, -90.2730968105)",HLTHOUT,CASTHMA,2836000,28049010901,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.8,42.3,51.1,,,"3,952","(32.2631259622, -90.2457588861)",PREVENT,DENTAL,2836000,28049003600,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011101,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,3,3.6,,,"2,827","(32.2470923241, -90.2706288247)",HLTHOUT,STROKE,2836000,28049011101,Stroke
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,20.9,15.2,27,,,"1,272","(32.3113779365, -90.1880062695)",PREVENT,COREM,2836000,28049011400,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,10.9,13.3,,,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,PHLTH,2836000,28049011500,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,9.8,12.5,,,"5,673","(32.3914073435, -90.1326233954)",HLTHOUT,PHLTH,2836000,28049010102,Physical Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.8,29.3,38.1,,,"3,373","(32.3541845971, -90.1641486204)",PREVENT,COREM,2836000,28049000400,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011102,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,10.3,11.5,,,"5,056","(32.2251402127, -90.2603643583)",HLTHOUT,DIABETES,2836000,28049011102,Diabetes
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000302,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,13.1,14.6,,,"4,050","(32.3700798374, -90.1547605542)",UNHBEH,BINGE,2836000,28049000302,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.8,44.8,48.4,,,"2,518","(32.3146727051, -90.2454096274)",UNHBEH,OBESITY,2836000,28049002300,Obesity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,41.8,30.5,53.3,,,"1,272","(32.3113779365, -90.1880062695)",HLTHOUT,TEETHLOST,2836000,28049011400,Teeth Loss
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35,30.9,39.1,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,DENTAL,2836000,28049000800,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.4,9.7,11.5,,,77,"(32.3891051587, -90.2686162692)",HLTHOUT,CASTHMA,2836000,28049010500,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.4,4.7,,,"1,377","(32.2960209234, -90.1767733078)",HLTHOUT,CANCER,2836000,28049002700,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,7.4,9.9,,,"3,832","(32.2808856068, -90.2219754256)",HLTHOUT,COPD,2836000,28049003400,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,16.1,19.4,,,"5,718","(32.2820671233, -90.2675496365)",HLTHOUT,PHLTH,2836000,28049011001,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,11,12.4,,,"1,377","(32.2960209234, -90.1767733078)",HLTHOUT,CASTHMA,2836000,28049002700,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,0.9,0.6,1.1,,,622,"(32.4055231258, -90.1578816308)",HLTHOUT,STROKE,2836000,28089030105,Stroke
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000900,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.1,85.7,90.4,,,"2,015","(32.3436482912, -90.2098240871)",PREVENT,PAPTEST,2836000,28049000900,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010202,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.8,13.1,20.6,,,"6,137","(32.3844840557, -90.1837056957)",UNHBEH,CSMOKING,2836000,28049010202,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.1,12.7,20.2,,,77,"(32.3891051587, -90.2686162692)",PREVENT,ACCESS2,2836000,28049010500,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,26.1,30,,,"5,056","(32.2251402127, -90.2603643583)",UNHBEH,LPA,2836000,28049011102,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002100,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,7.2,8.7,,,"3,257","(32.3151937739, -90.2240153221)",HLTHOUT,CHD,2836000,28049002100,Coronary Heart Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,48.5,43.7,53.2,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,COLON_SCREEN,2836000,28049000800,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.7,79.1,82.3,,,"1,950","(32.3199223985, -90.1980304796)",PREVENT,CHOLSCREEN,2836000,28049001900,Cholesterol Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010301,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.6,40.8,44.5,,,"3,284","(32.3659087039, -90.261172434)",UNHBEH,SLEEP,2836000,28049010301,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001100,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,87,86.4,87.6,,,"1,827","(32.3294454095, -90.1955300324)",PREVENT,BPMED,2836000,28049001100,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,75.5,74.4,76.6,,,"2,926","(32.2505825226, -90.2349934614)",PREVENT,BPMED,2836000,28049003700,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,10.9,13.5,,,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,MHLTH,2836000,28049010101,Mental Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002300,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.4,44.3,48.2,,,"2,518","(32.3146727051, -90.2454096274)",UNHBEH,SLEEP,2836000,28049002300,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,16.2,21.1,,,"3,442","(32.3500168004, -90.2038372112)",HLTHOUT,PHLTH,2836000,28049000600,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.4,14.7,16.2,,,"3,886","(32.3149024406, -90.1794376322)",UNHBEH,BINGE,2836000,28049001600,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.1,32.8,35.3,,,"3,886","(32.3149024406, -90.1794376322)",UNHBEH,OBESITY,2836000,28049001600,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.1,8.6,,,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,STROKE,2836000,28049001900,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.2,40.3,43.9,,,"3,442","(32.3500168004, -90.2038372112)",UNHBEH,OBESITY,2836000,28049000600,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,42.2,40.9,43.6,,,"1,509","(32.3305746651, -90.2089575618)",HLTHOUT,HIGHCHOL,2836000,28049001000,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.6,35.4,37.8,,,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,HIGHCHOL,2836000,28049010202,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,83,81.2,84.7,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,CHOLSCREEN,2836000,28049000500,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,4.2,4.6,,,"5,710","(32.3422170976, -90.2571613241)",HLTHOUT,CANCER,2836000,28049000700,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.3,8.5,10.1,,,"4,483","(32.3401797646, -90.2268185213)",HLTHOUT,CHD,2836000,28049000800,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",HLTHOUT,HIGHCHOL,2836000,28121020207,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.6,79.9,83.1,,,"1,171","(32.2289509142, -90.2151651714)",PREVENT,CHOLSCREEN,2836000,28049011103,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.8,42.4,45.4,,,"3,250","(32.3857261753, -90.161721287)",HLTHOUT,BPHIGH,2836000,28049010201,High Blood Pressure
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.9,8,19,,,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,TEETHLOST,2836000,28049010101,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010201,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,10.6,11.9,,,"3,250","(32.3857261753, -90.161721287)",UNHBEH,BINGE,2836000,28049010201,Binge Drinking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,64.2,61.3,66.9,,,"4,143","(32.3380096287, -90.1721630218)",PREVENT,COLON_SCREEN,2836000,28049001300,Colorectal Cancer Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.9,24.7,39.3,,,"2,388","(32.308201226, -90.2084021164)",HLTHOUT,TEETHLOST,2836000,28049002500,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.1,6,,,"1,823","(32.341655318, -90.1880337023)",HLTHOUT,KIDNEY,2836000,28049001200,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.5,4,,,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,KIDNEY,2836000,28049003500,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.8,39.9,43.4,,,"3,284","(32.3659087039, -90.261172434)",UNHBEH,OBESITY,2836000,28049010301,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.6,11.6,13.8,,,"5,710","(32.3422170976, -90.2571613241)",HLTHOUT,CASTHMA,2836000,28049000700,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010301,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,84,83.1,84.9,,,"3,284","(32.3659087039, -90.261172434)",PREVENT,BPMED,2836000,28049010301,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.2,70.3,71.9,,,"3,076","(32.3400347421, -90.1387066293)",PREVENT,CHECKUP,2836000,28049001400,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5,4.4,5.5,,,"1,171","(32.2289509142, -90.2151651714)",HLTHOUT,COPD,2836000,28049011103,COPD
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003300,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.8,42.8,46.5,,,"6,508","(32.2812612493, -90.2392578521)",UNHBEH,SLEEP,2836000,28049003300,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.5,32.3,34.6,,,"5,056","(32.2251402127, -90.2603643583)",UNHBEH,OBESITY,2836000,28049011102,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011002,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4.2,4.6,,,"4,390","(32.2610272446, -90.265130469)",HLTHOUT,CANCER,2836000,28049011002,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28121020207,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",UNHBEH,OBESITY,2836000,28121020207,Obesity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,18,14.2,22.4,,,"2,518","(32.3146727051, -90.2454096274)",PREVENT,COREW,2836000,28049002300,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002300,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34.5,33.2,35.9,,,"2,518","(32.3146727051, -90.2454096274)",HLTHOUT,HIGHCHOL,2836000,28049002300,High Cholesterol
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001000,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.1,42.2,45.9,,,"1,509","(32.3305746651, -90.2089575618)",UNHBEH,SLEEP,2836000,28049001000,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011102,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,5.7,5.9,,,"5,056","(32.2251402127, -90.2603643583)",HLTHOUT,CANCER,2836000,28049011102,Cancer (except skin)
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,77.6,74.7,80.3,,,"1,377","(32.2960209234, -90.1767733078)",PREVENT,MAMMOUSE,2836000,28049002700,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,76.9,73,79.8,,,"3,076","(32.3400347421, -90.1387066293)",PREVENT,MAMMOUSE,2836000,28049001400,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,16.3,20.3,,,"3,886","(32.3149024406, -90.1794376322)",HLTHOUT,MHLTH,2836000,28049001600,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23,18.1,27.8,,,"4,565","(32.3034428694, -90.2303837936)",PREVENT,ACCESS2,2836000,28049002400,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010809,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,21.6,27.5,,,"2,093","(32.2562304412, -90.3139868721)",UNHBEH,LPA,2836000,28049010809,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.1,42.2,53,,,"3,581","(32.2952059785, -90.2068443548)",PREVENT,DENTAL,2836000,28049011500,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.6,73.5,75.5,,,"3,257","(32.3151937739, -90.2240153221)",PREVENT,CHECKUP,2836000,28049002100,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.8,3.3,,,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,KIDNEY,2836000,28049000301,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000500,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.3,35,41.4,,,"6,041","(32.3607883236, -90.1824183353)",UNHBEH,LPA,2836000,28049000500,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.7,73.7,75.7,,,"4,494","(32.2679492554, -90.297683472)",PREVENT,CHECKUP,2836000,28049010808,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.8,4.6,,,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,KIDNEY,2836000,28049002400,Chronic Kidney Disease
