TractFIPS,HOLC_Grade,HOLC_Pct,Year,MeasureId,Short_Question_Text,Measure,Data_Value
28049001200,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,30.5
28049001200,D,38.05,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,30.5
28049003500,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,40.8
28049010809,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.7
28049011101,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,17.5
28049010901,No grade,NA,2016,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",55
28049001000,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,27.8
28049001000,D,50.44,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,27.8
28049011400,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,7.5
28049011400,D,78.1,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,7.5
28049001400,No grade,NA,2016,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.8
28049002300,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,77.3
28049011101,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,2.9
28049010500,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,34
28049003000,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.8
28049003000,C,31.84,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.8
28049001400,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,14.7
28049000500,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,8
28121020207,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,NA
28049000200,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,9.7
28049001200,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,46.6
28049001200,D,38.05,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,46.6
28049000500,No grade,NA,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.9
28049010809,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,13.7
28049003200,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,35.8
28049003200,D,34.52,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,35.8
28049000700,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,79.4
28049011102,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,73.2
28049001500,A,59.24,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.4
28049001500,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.4
28049010201,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,17.7
28049003500,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,44.7
28049003400,No grade,NA,2016,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",44.9
28049011002,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,75.5
28049002200,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,31.7
28049010901,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,79.5
28049003600,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,77.9
28049010301,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,29
28049001600,B,57.35,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,65.9
28049001600,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,65.9
28049003200,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,42.4
28049003200,D,34.52,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,42.4
28049002100,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,45.4
28049003000,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.6
28049003000,C,31.84,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.6
28049001400,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,34.9
28049000301,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,3.4
28049003800,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.2
28089030105,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,35.1
28049011001,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.7
28049000600,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,84
28049003700,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,77.8
28049000900,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,42.1
28049002100,No grade,NA,2017,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,19.4
28089030105,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,11.1
28049010902,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.9
28049003800,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,31.6
28049003600,No grade,NA,2017,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,13.3
28049011102,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,84.8
28049010301,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,10.1
28049010809,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.1
28049002000,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.6
28049011101,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,37
28049002400,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,30
28049000400,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,14
28049010203,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,43.1
28049000800,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.7
28049003700,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,4.2
28049002200,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,39.5
28049000302,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,19.3
28049011101,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,76.7
28049002400,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,37.5
28049003000,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,29.9
28049003000,C,31.84,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,29.9
28049011400,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.9
28049011400,D,78.1,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.9
28049011101,No grade,NA,2017,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,11.8
28049011400,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.8
28049011400,D,78.1,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.8
28049010101,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.9
28049000200,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,69.2
28049000500,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,27.9
28049000700,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,28.9
28049010201,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24.4
28049002200,No grade,NA,2016,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",16.4
28049002100,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,42.3
28049000600,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,23.7
28049003800,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,39.8
28049001600,B,57.35,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,3.4
28049001600,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,3.4
28049001500,A,59.24,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,22.3
28049001500,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,22.3
28049000500,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,42.2
28049010201,No grade,NA,2017,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,6.2
28121020207,No grade,NA,2017,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,NA
28049003600,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32
28049000700,No grade,NA,2017,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,6.1
28049003400,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87
28049010301,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.2
28049010902,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",23.5
28049001400,No grade,NA,2016,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",72.5
28049003400,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3.8
28049002300,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,10.4
28049000800,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,13.3
28049010102,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,78
28049002200,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",23.9
28049002100,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,80
28049000900,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",22.5
28049011400,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,22.3
28049011400,D,78.1,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,22.3
28049000100,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,9.3
28049001500,A,59.24,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,11.5
28049001500,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,11.5
28049000700,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.5
28049011002,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,3.7
28121020207,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,NA
28049010901,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3.6
28049001000,No grade,NA,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,6.8
28049001000,D,50.44,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,6.8
28049010901,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,35.7
28049003700,No grade,NA,2016,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",52.6
28049010801,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,13.7
28049010301,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,21.8
28049002000,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.6
28049002400,No grade,NA,2017,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,7.1
28049002000,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,21.4
28049010808,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,41.3
28049000301,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,36.6
28049000301,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,18.3
28049002500,No grade,NA,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.9
28049002500,B,53.06,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.9
28049010901,No grade,NA,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.9
28049001900,C,41.85,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,37.1
28049001900,D,56.53,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,37.1
28049000700,No grade,NA,2016,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",52.9
28049010102,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,20.2
28049011101,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,21.5
28049001200,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.1
28049001200,D,38.05,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.1
28049003400,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,21.1
28049002000,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,54.1
28049001600,B,57.35,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,70.9
28049001600,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,70.9
28049001000,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,33.3
28049001000,D,50.44,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,33.3
28049000600,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,7
28049000302,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,19.6
28049011001,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,24.3
28049010201,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33
28049011103,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,13.6
28049001400,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,7.6
28049010801,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,33.1
28049010801,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.9
28049000100,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,10.3
28049001300,A,31.21,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.1
28049001300,No grade,NA,2017,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.1
28121020207,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,NA
28049000301,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,79.7
28049010203,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76
28049002300,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,46.8
28049010201,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,77.9
28049010301,No grade,NA,2017,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,84.2
28049002200,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,34
28049003200,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,43.1
28049003200,D,34.52,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,43.1
28049001500,A,59.24,2017,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,5.9
28049001500,No grade,NA,2017,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,5.9
28049001500,A,59.24,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,71.5
28049001500,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,71.5
28049010809,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,14.5
28049003500,No grade,NA,2017,STROKE,Stroke,Stroke among adults aged >=18 Years,4.5
28049003700,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,16.7
28049003300,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.2
28049010801,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,86.4
28049001300,A,31.21,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.9
28049001300,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.9
28049011002,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,11.6
28049010203,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,47.1
28049010101,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,10.9
28049010301,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.6
28049002500,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.9
28049002500,B,53.06,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.9
28049000700,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,44.7
28049002200,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,47.7
28049011500,No grade,NA,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,2.7
28049011500,D,90.7,2017,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,2.7
28049003400,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,41.9
28049000500,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,27.4
28049003700,No grade,NA,2017,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.6
28049000301,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,71.2
28049000900,No grade,NA,2016,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,43.7
28049001400,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,82.9
28049001300,A,31.21,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,15.8
28049001300,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,15.8
28049010203,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,29.5
28049010102,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,26.5
28049001000,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,23.1
28049001000,D,50.44,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,23.1
28089030105,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,30.7
28049011400,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,30.6
28049011400,D,78.1,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,30.6
28049010102,No grade,NA,2017,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,76
28049000600,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,5.2
28049010500,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,60.3
28049003600,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.3
28049010500,No grade,NA,2016,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,20.2
28049011001,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,26.4
28049001900,C,41.85,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,9.2
28049001900,D,56.53,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,9.2
28049010500,No grade,NA,2017,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,40.6
28049010101,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,88.7
28049010902,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,78.9
28049010301,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,80.2
28049011400,No grade,NA,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.3
28049011400,D,78.1,2016,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,87.3
28049010201,No grade,NA,2017,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,24
28049003000,No grade,NA,2016,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",18.9
28049003000,C,31.84,2016,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",18.9
28049003200,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.5
28049003200,D,34.52,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.5
28049000500,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,49.2
28049000500,No grade,NA,2017,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,17.2
28049010801,No grade,NA,2016,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",16.2
28049001100,No grade,NA,2017,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,7
28049000302,No grade,NA,2017,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,4.1
28049001400,No grade,NA,2017,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,20.4
28049001600,B,57.35,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.1
28049001600,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.1
28049000800,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,75.3
28049002500,No grade,NA,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,80
28049002500,B,53.06,2016,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,80
28049000800,No grade,NA,2017,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,30
28049011103,No grade,NA,2016,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",40.1
28049003000,No grade,NA,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.2
28049003000,C,31.84,2017,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.2
28049001000,No grade,NA,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,8.5
28049001000,D,50.44,2017,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,8.5
28049001100,No grade,NA,2017,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,18.7
28049002500,No grade,NA,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,74.4
28049002500,B,53.06,2017,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,74.4
28049002400,No grade,NA,2016,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,47.3
28049000100,No grade,NA,2017,OBESITY,Obesity,Obesity among adults aged >=18 Years,25.9
28049003600,No grade,NA,2017,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,22.1
