StateAbbr,Year,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,Geolocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40,38.7,41.2,,,"3,373",POINT (-90.1641486204 32.3541845971),UNHBEH,OBESITY,2836000,28049000400,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.6,44,47.1,,,"2,926",POINT (-90.2349934614 32.2505825226),UNHBEH,OBESITY,2836000,28049003700,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,11.5,13.6,,,"4,483",POINT (-90.2268185213 32.3401797646),HLTHOUT,CASTHMA,2836000,28049000800,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002200,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,8,9.3,,,"2,450",POINT (-90.2352663163 32.3230862923),UNHBEH,BINGE,2836000,28049002200,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.7,10.2,11.2,,,"3,886",POINT (-90.1794376322 32.3149024406),HLTHOUT,DIABETES,2836000,28049001600,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,17.4,14.8,20.1,,,"1,586",POINT (-90.2226483173 32.2940043377),PREVENT,COREW,2836000,28049003200,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001100,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,29.1,36.2,,,"1,827",POINT (-90.1955300324 32.3294454095),PREVENT,DENTAL,2836000,28049001100,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6,5.3,6.7,,,"5,710",POINT (-90.2571613241 32.3422170976),HLTHOUT,CHD,2836000,28049000700,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9,8,10.2,,,"4,584",POINT (-90.1333490224 32.3760966125),HLTHOUT,PHLTH,2836000,28049000100,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85,81.8,87.6,,,"3,581",POINT (-90.2068443548 32.2952059785),PREVENT,PAPTEST,2836000,28049011500,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,48.2,44.3,52.2,,,"3,931",POINT (-90.2228454457 32.2626920049),PREVENT,COLON_SCREEN,2836000,28049003500,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000302,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.2,78.1,80.2,,,"4,050",POINT (-90.1547605542 32.3700798374),PREVENT,CHECKUP,2836000,28049000302,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000600,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.6,39.6,43.6,,,"3,442",POINT (-90.2038372112 32.3500168004),UNHBEH,SLEEP,2836000,28049000600,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,6.8,8.4,,,"4,565",POINT (-90.2303837936 32.3034428694),HLTHOUT,CHD,2836000,28049002400,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.4,19.1,23.7,,,"1,604",POINT (-90.2991097228 32.3096172571),HLTHOUT,MHLTH,2836000,28049010801,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001900,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,8.1,9,,,"1,950",POINT (-90.1980304796 32.3199223985),UNHBEH,BINGE,2836000,28049001900,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.7,4.1,,,"4,050",POINT (-90.1547605542 32.3700798374),HLTHOUT,CANCER,2836000,28049000302,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11,10,12.2,,,"4,565",POINT (-90.2303837936 32.3034428694),HLTHOUT,CASTHMA,2836000,28049002400,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.6,21,28.4,,,"3,373",POINT (-90.1641486204 32.3541845971),PREVENT,COREW,2836000,28049000400,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,69.4,66.3,72.3,,,"4,584",POINT (-90.1333490224 32.3760966125),PREVENT,COLON_SCREEN,2836000,28049000100,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,POINT (-90.0677891779 32.2959128998),HLTHOUT,MHLTH,2836000,28121020207,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.9,9,10.7,,,"1,171",POINT (-90.2151651714 32.2289509142),HLTHOUT,PHLTH,2836000,28049011103,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.3,14.1,18.9,,,"3,076",POINT (-90.1387066293 32.3400347421),UNHBEH,LPA,2836000,28049001400,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.2,41.3,44.8,,,"6,041",POINT (-90.1824183353 32.3607883236),UNHBEH,SLEEP,2836000,28049000500,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76,74.9,77.1,,,"3,019",POINT (-90.2219378426 32.245231086),PREVENT,CHECKUP,2836000,28049003800,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,20.2,15.5,26,,,"4,483",POINT (-90.2268185213 32.3401797646),PREVENT,COREM,2836000,28049000800,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,3.3,3.7,,,"3,019",POINT (-90.2219378426 32.245231086),HLTHOUT,KIDNEY,2836000,28049003800,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,47.2,44.1,50.3,,,"2,104",POINT (-90.2022037077 32.2795847495),PREVENT,COLON_SCREEN,2836000,28049003000,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.5,12.9,20.2,,,77,POINT (-90.2686162692 32.3891051587),PREVENT,ACCESS2,2836000,28049010500,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000200,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.5,75.8,77.2,,,"5,395",POINT (-90.1295873326 32.3604779334),PREVENT,CHECKUP,2836000,28049000200,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.6,3,,,"4,143",POINT (-90.1721630218 32.3380096287),HLTHOUT,KIDNEY,2836000,28049001300,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.1,16.4,19.8,,,"1,377",POINT (-90.1767733078 32.2960209234),HLTHOUT,PHLTH,2836000,28049002700,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,18,14.2,22.4,,,"2,518",POINT (-90.2454096274 32.3146727051),PREVENT,COREW,2836000,28049002300,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,17.8,21.4,,,"1,819",POINT (-90.2663131694 32.3020333386),HLTHOUT,PHLTH,2836000,28049010902,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011400,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.7,25.4,33.7,,,"1,272",POINT (-90.1880062695 32.3113779365),UNHBEH,CSMOKING,2836000,28049011400,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.5,77.4,79.5,,,77,POINT (-90.2686162692 32.3891051587),PREVENT,CHECKUP,2836000,28049010500,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.8,32.9,41,,,"4,565",POINT (-90.2303837936 32.3034428694),UNHBEH,LPA,2836000,28049002400,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.8,11.9,15.8,,,77,POINT (-90.2686162692 32.3891051587),HLTHOUT,PHLTH,2836000,28049010500,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001500,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.4,84.7,89.4,,,"3,264",POINT (-90.1687404216 32.3195456692),PREVENT,PAPTEST,2836000,28049001500,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,17,20,,,"2,892",POINT (-90.2193404986 32.3777863053),HLTHOUT,DIABETES,2836000,28049010203,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,16.9,13,21.2,,,"4,483",POINT (-90.2268185213 32.3401797646),PREVENT,COREW,2836000,28049000800,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,61,55.5,65.6,,,"4,494",POINT (-90.297683472 32.2679492554),PREVENT,COLON_SCREEN,2836000,28049010808,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.1,6.7,,,"4,565",POINT (-90.2303837936 32.3034428694),HLTHOUT,STROKE,2836000,28049002400,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.7,8.1,9.5,,,"5,673",POINT (-90.1326233954 32.3914073435),HLTHOUT,CASTHMA,2836000,28049010102,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.7,80.9,82.5,,,"1,047",POINT (-90.2062608176 32.3197192007),PREVENT,CHECKUP,2836000,28049002000,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,35.8,28.5,44.3,,,"1,586",POINT (-90.2226483173 32.2940043377),HLTHOUT,TEETHLOST,2836000,28049003200,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,4,4.8,,,"2,637",POINT (-90.1634025553 32.3665228128),HLTHOUT,CHD,2836000,28049000301,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000600,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.5,86,90.7,,,"3,442",POINT (-90.2038372112 32.3500168004),PREVENT,PAPTEST,2836000,28049000600,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.1,12.1,14.1,,,"3,373",POINT (-90.1641486204 32.3541845971),HLTHOUT,MHLTH,2836000,28049000400,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,77.6,74.7,80.3,,,"1,377",POINT (-90.1767733078 32.2960209234),PREVENT,MAMMOUSE,2836000,28049002700,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89.1,87.4,90.6,,,"4,584",POINT (-90.1333490224 32.3760966125),PREVENT,PAPTEST,2836000,28049000100,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.5,14.5,18.6,,,"4,565",POINT (-90.2303837936 32.3034428694),HLTHOUT,PHLTH,2836000,28049002400,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,79.2,76.1,81.9,,,"4,390",POINT (-90.265130469 32.2610272446),PREVENT,MAMMOUSE,2836000,28049011002,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,77.9,66.6,87.2,,,622,POINT (-90.1578816308 32.4055231258),PREVENT,PAPTEST,2836000,28089030105,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,9.3,12.7,,,"1,272",POINT (-90.1880062695 32.3113779365),HLTHOUT,COPD,2836000,28049011400,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.9,7.7,,,"4,584",POINT (-90.1333490224 32.3760966125),HLTHOUT,CASTHMA,2836000,28049000100,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.8,4.1,,,"3,832",POINT (-90.2219754256 32.2808856068),HLTHOUT,CANCER,2836000,28049003400,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.7,37.4,40.1,,,"3,886",POINT (-90.1794376322 32.3149024406),UNHBEH,OBESITY,2836000,28049001600,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010203,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9,8.5,9.6,,,"2,892",POINT (-90.2193404986 32.3777863053),UNHBEH,BINGE,2836000,28049010203,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.4,8.4,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,COPD,2836000,28049010201,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.5,8,,,"1,819",POINT (-90.2663131694 32.3020333386),HLTHOUT,STROKE,2836000,28049010902,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010101,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.3,12.7,18,,,"6,121",POINT (-90.1001598448 32.3885604745),UNHBEH,CSMOKING,2836000,28049010101,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.8,10.5,17.5,,,"2,093",POINT (-90.3139868721 32.2562304412),PREVENT,ACCESS2,2836000,28049010809,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11,10.2,11.7,,,"2,388",POINT (-90.2084021164 32.308201226),HLTHOUT,CASTHMA,2836000,28049002500,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.9,13.4,20.8,,,"4,494",POINT (-90.297683472 32.2679492554),PREVENT,ACCESS2,2836000,28049010808,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.5,3,,,"4,494",POINT (-90.297683472 32.2679492554),HLTHOUT,KIDNEY,2836000,28049010808,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,10.1,12.4,,,"2,637",POINT (-90.1634025553 32.3665228128),HLTHOUT,CASTHMA,2836000,28049000301,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.7,12.6,,,"4,143",POINT (-90.1721630218 32.3380096287),HLTHOUT,MHLTH,2836000,28049001300,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.7,28.2,31.4,,,"5,395",POINT (-90.1295873326 32.3604779334),UNHBEH,OBESITY,2836000,28049000200,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.3,4.2,,,"2,637",POINT (-90.1634025553 32.3665228128),HLTHOUT,STROKE,2836000,28049000301,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22,16.7,28.2,,,"2,518",POINT (-90.2454096274 32.3146727051),PREVENT,COREM,2836000,28049002300,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011101,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.8,39,42.5,,,"2,827",POINT (-90.2706288247 32.2470923241),UNHBEH,SLEEP,2836000,28049011101,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001000,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.5,85.3,89.7,,,"1,509",POINT (-90.2089575618 32.3305746651),PREVENT,PAPTEST,2836000,28049001000,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,9.8,11.4,,,"5,673",POINT (-90.1326233954 32.3914073435),HLTHOUT,DIABETES,2836000,28049010102,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.4,25,27.7,,,"6,508",POINT (-90.2392578521 32.2812612493),HLTHOUT,ARTHRITIS,2836000,28049003300,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,4.9,6.2,,,"5,395",POINT (-90.1295873326 32.3604779334),HLTHOUT,CHD,2836000,28049000200,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,7.4,9.2,,,"5,718",POINT (-90.2675496365 32.2820671233),HLTHOUT,COPD,2836000,28049011001,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,10.9,12.8,,,"5,056",POINT (-90.2603643583 32.2251402127),HLTHOUT,PHLTH,2836000,28049011102,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,33.4,25.4,41.6,,,"3,931",POINT (-90.2228454457 32.2626920049),HLTHOUT,TEETHLOST,2836000,28049003500,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,2.8,3.6,,,"5,673",POINT (-90.1326233954 32.3914073435),HLTHOUT,STROKE,2836000,28049010102,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,20.9,23.6,,,"1,950",POINT (-90.1980304796 32.3199223985),HLTHOUT,DIABETES,2836000,28049001900,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,25.6,34,,,"3,832",POINT (-90.2219754256 32.2808856068),UNHBEH,CSMOKING,2836000,28049003400,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000500,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.9,32.2,39.5,,,"6,041",POINT (-90.1824183353 32.3607883236),UNHBEH,LPA,2836000,28049000500,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.7,4.3,,,"3,832",POINT (-90.2219754256 32.2808856068),HLTHOUT,KIDNEY,2836000,28049003400,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,3.5,3.7,,,"3,886",POINT (-90.1794376322 32.3149024406),HLTHOUT,CANCER,2836000,28049001600,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002200,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46,44.4,47.5,,,"2,450",POINT (-90.2352663163 32.3230862923),UNHBEH,SLEEP,2836000,28049002200,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,8.8,9.6,,,"3,581",POINT (-90.2068443548 32.2952059785),HLTHOUT,DIABETES,2836000,28049011500,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.5,14.5,18.6,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,MHLTH,2836000,28049010201,Mental Health
